Model,MDO3104
Firmware Version,1.26

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.0002,,
Horizontal Delay,0.000892,,
Sample Interval,2e-07,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,1,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,0.1,0.02
Vertical Position,-0.04,-5,-0.22
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
9.9660e-04,-0.08,inf,0.0084
9.9680e-04,-0.12,inf,0.014
9.9700e-04,-0.08,inf,0.022
9.9720e-04,-0.04,inf,0.0204
9.9740e-04,-0.12,inf,0.0244
9.9760e-04,-0.12,inf,0.0228
9.9780e-04,-0.08,inf,0.0252
9.9800e-04,-0.08,inf,0.0188
9.9820e-04,-0.08,inf,0.0196
9.9840e-04,-0.08,inf,0.0132
9.9860e-04,-0.08,inf,0.01
9.9880e-04,-0.08,inf,0.0044
9.9900e-04,-0.08,inf,0.0012
9.9920e-04,-0.08,inf,-0.0068
9.9940e-04,-0.12,inf,-0.0044
9.9960e-04,-0.08,inf,-0.006
9.9980e-04,-0.08,inf,-0.0028
1.0000e-03,-0.04,inf,-0.006
1.0002e-03,-0.08,inf,-0.0004
1.0004e-03,-0.08,inf,-0.0076
1.0006e-03,-0.12,inf,-0.0052
1.0008e-03,-0.08,inf,-0.014
1.0010e-03,-0.12,inf,-0.0116
1.0012e-03,-0.12,inf,-0.0156
1.0014e-03,-0.08,inf,-0.0076
1.0016e-03,-0.08,inf,-0.01
1.0018e-03,-0.08,inf,-0.0052
1.0020e-03,-0.12,inf,-0.006
1.0022e-03,-0.08,inf,-0.0012
1.0024e-03,-0.04,inf,-0.002
1.0026e-03,-0.08,inf,0.002
1.0028e-03,-0.08,inf,0.0036
1.0030e-03,-0.08,inf,0.0076
1.0032e-03,-0.04,inf,0.0092
1.0034e-03,-0.04,inf,0.0148
1.0036e-03,-0.04,inf,0.0108
1.0038e-03,-0.08,inf,0.0124
1.0040e-03,-0.12,inf,0.0052
1.0042e-03,-0.12,inf,0.0044
1.0044e-03,-0.08,inf,-0.0052
1.0046e-03,-0.16,inf,-0.002
1.0048e-03,-0.12,inf,-0.01
1.0050e-03,-0.04,inf,-0.002
1.0052e-03,-0.08,inf,-0.01
1.0054e-03,-0.12,inf,-0.0036
1.0056e-03,-0.04,inf,-0.01
1.0058e-03,-0.08,inf,-0.002
1.0060e-03,-0.12,inf,-0.0092
1.0062e-03,-0.04,inf,-0.0004
1.0064e-03,-0.08,inf,-0.0044
1.0066e-03,-0.08,inf,0.002
1.0068e-03,-0.08,inf,-0.0044
1.0070e-03,-0.08,inf,0.0036
1.0072e-03,-0.04,inf,-0.0028
1.0074e-03,-0.08,inf,-0.0012
1.0076e-03,-0.08,inf,-0.0036
1.0078e-03,-0.08,inf,0.0004
1.0080e-03,-0.08,inf,-0.0028
1.0082e-03,-0.08,inf,0.0028
1.0084e-03,-0.08,inf,0.0028
1.0086e-03,-0.04,inf,0.0044
1.0088e-03,-0.12,inf,0.0044
1.0090e-03,-0.12,inf,0.002
1.0092e-03,-0.12,inf,0.002
1.0094e-03,-0.08,inf,0.0012
1.0096e-03,-0.08,inf,0.0028
1.0098e-03,-0.08,inf,0.002
1.0100e-03,-0.04,inf,0.0028
1.0102e-03,-0.08,inf,0.0036
1.0104e-03,-0.08,inf,0.002
1.0106e-03,-0.04,inf,-0.002
1.0108e-03,-0.08,inf,-0.006
1.0110e-03,-0.08,inf,-0.006
1.0112e-03,-0.12,inf,-0.0084
1.0114e-03,-0.08,inf,-0.0052
1.0116e-03,-0.08,inf,-0.0076
1.0118e-03,-0.08,inf,-0.002
1.0120e-03,-0.08,inf,-0.0052
1.0122e-03,-0.04,inf,-0.0044
1.0124e-03,-0.08,inf,-0.0108
1.0126e-03,-0.08,inf,-0.0076
1.0128e-03,-0.12,inf,-0.0116
1.0130e-03,-0.12,inf,-0.0084
1.0132e-03,-0.08,inf,-0.0092
1.0134e-03,-0.12,inf,-0.0052
1.0136e-03,-0.12,inf,-0.0052
1.0138e-03,-0.08,inf,-0.0012
1.0140e-03,-0.08,inf,-0.0036
1.0142e-03,-0.04,inf,-0.0044
1.0144e-03,-0.08,inf,-0.006
1.0146e-03,-0.08,inf,-0.0036
1.0148e-03,-0.08,inf,-0.0036
1.0150e-03,-0.12,inf,0.0004
1.0152e-03,-0.04,inf,0.0004
1.0154e-03,-0.04,inf,0.002
1.0156e-03,-0.12,inf,0.0028
1.0158e-03,-0.08,inf,0.0028
1.0160e-03,-0.12,inf,0.0004
1.0162e-03,-0.12,inf,-0.0004
1.0164e-03,-0.04,inf,-0.0004
1.0166e-03,-0.04,inf,0.0028
1.0168e-03,-0.08,inf,-0.0028
1.0170e-03,-0.16,inf,-0.0012
1.0172e-03,-0.12,inf,-0.0052
1.0174e-03,-0.04,inf,-0.0052
1.0176e-03,0,inf,-0.0076
1.0178e-03,-0.08,inf,-0.0092
1.0180e-03,-0.08,inf,-0.0124
1.0182e-03,-0.04,inf,-0.0108
1.0184e-03,-0.08,inf,-0.0068
1.0186e-03,-0.12,inf,-0.01
1.0188e-03,-0.04,inf,-0.006
1.0190e-03,-0.04,inf,-0.0092
1.0192e-03,-0.08,inf,-0.0012
1.0194e-03,-0.08,inf,-0.0108
1.0196e-03,-0.08,inf,-0.0044
1.0198e-03,-0.08,inf,-0.0068
1.0200e-03,-0.12,inf,0.0004
1.0202e-03,-0.08,inf,-0.0036
1.0204e-03,-0.08,inf,0.0004
1.0206e-03,-0.12,inf,-0.0084
1.0208e-03,-0.12,inf,-0.0052
1.0210e-03,-0.08,inf,-0.0116
1.0212e-03,-0.08,inf,-0.0108
1.0214e-03,-0.16,inf,-0.0156
1.0216e-03,-0.12,inf,-0.01
1.0218e-03,-0.12,inf,-0.0084
1.0220e-03,-0.08,inf,-0.0044
1.0222e-03,-0.12,inf,-0.0052
1.0224e-03,-0.08,inf,-0.0028
1.0226e-03,-0.08,inf,-0.002
1.0228e-03,-0.08,inf,-0.002
1.0230e-03,-0.08,inf,0.0012
1.0232e-03,-0.04,inf,-0.0012
1.0234e-03,-0.08,inf,0.0012
1.0236e-03,-0.04,inf,0.002
1.0238e-03,-0.12,inf,0.0036
1.0240e-03,-0.12,inf,0.0012
1.0242e-03,-0.04,inf,-0.0068
1.0244e-03,-0.12,inf,-0.01
1.0246e-03,-0.08,inf,-0.014
1.0248e-03,-0.08,inf,-0.0148
1.0250e-03,-0.08,inf,-0.0212
1.0252e-03,-0.16,inf,-0.0172
1.0254e-03,-0.08,inf,-0.018
1.0256e-03,-0.08,inf,-0.0108
1.0258e-03,-0.12,inf,-0.014
1.0260e-03,-0.08,inf,-0.0092
1.0262e-03,-0.12,inf,-0.0124
1.0264e-03,-0.12,inf,-0.0068
1.0266e-03,-0.04,inf,-0.0108
1.0268e-03,-0.12,inf,-0.006
1.0270e-03,-0.08,inf,-0.0092
1.0272e-03,-0.08,inf,-0.002
1.0274e-03,-0.08,inf,-0.0044
1.0276e-03,-0.12,inf,-0.0012
1.0278e-03,-0.12,inf,-0.0028
1.0280e-03,-0.08,inf,0.0012
1.0282e-03,-0.12,inf,-0.0036
1.0284e-03,-0.04,inf,0.0036
1.0286e-03,-0.12,inf,-0.0012
1.0288e-03,0,inf,0.0068
1.0290e-03,-0.04,inf,0.0036
1.0292e-03,-0.08,inf,0.0076
1.0294e-03,-0.04,inf,0.0028
1.0296e-03,-0.12,inf,0.0052
1.0298e-03,-0.08,inf,-0.0044
1.0300e-03,-0.08,inf,0.0028
1.0302e-03,-0.12,inf,-0.0108
1.0304e-03,-0.04,inf,-0.006
1.0306e-03,-0.08,inf,-0.0164
1.0308e-03,-0.04,inf,-0.0132
1.0310e-03,-0.08,inf,-0.0212
1.0312e-03,-0.08,inf,-0.0156
1.0314e-03,-0.08,inf,-0.022
1.0316e-03,-0.04,inf,-0.0132
1.0318e-03,-0.04,inf,-0.0164
1.0320e-03,-0.12,inf,-0.01
1.0322e-03,-0.12,inf,-0.01
1.0324e-03,-0.12,inf,-0.0012
1.0326e-03,-0.08,inf,0.0004
1.0328e-03,-0.08,inf,0.0036
1.0330e-03,-0.12,inf,0.0004
1.0332e-03,-0.08,inf,0.0004
1.0334e-03,-0.08,inf,0.0028
1.0336e-03,-0.12,inf,0.0012
1.0338e-03,-0.04,inf,0.0012
1.0340e-03,-0.08,inf,0.0012
1.0342e-03,-0.12,inf,0.0012
1.0344e-03,-0.12,inf,0.0036
1.0346e-03,-0.08,inf,-0.0012
1.0348e-03,-0.12,inf,0.0004
1.0350e-03,-0.12,inf,-0.0028
1.0352e-03,-0.12,inf,-0.0012
1.0354e-03,-0.12,inf,-0.0052
1.0356e-03,-0.12,inf,0.0012
1.0358e-03,-0.12,inf,-0.0004
1.0360e-03,-0.08,inf,0.0076
1.0362e-03,-0.08,inf,0.0012
1.0364e-03,-0.12,inf,0.0068
1.0366e-03,-0.08,inf,-0.0012
1.0368e-03,-0.08,inf,0.0036
1.0370e-03,-0.08,inf,-0.006
1.0372e-03,-0.08,inf,-0.0012
1.0374e-03,-0.08,inf,-0.0092
1.0376e-03,-0.04,inf,-0.0036
1.0378e-03,-0.12,inf,-0.0068
1.0380e-03,-0.12,inf,-0.0044
1.0382e-03,-0.12,inf,-0.0052
1.0384e-03,-0.08,inf,0.0004
1.0386e-03,-0.12,inf,-0.002
1.0388e-03,-0.08,inf,0.0012
1.0390e-03,-0.04,inf,-0.002
1.0392e-03,-0.12,inf,0.002
1.0394e-03,-0.08,inf,0.0012
1.0396e-03,-0.12,inf,0.006
1.0398e-03,-0.12,inf,-0.0012
1.0400e-03,-0.12,inf,0.0044
1.0402e-03,-0.12,inf,-0.002
1.0404e-03,-0.08,inf,0.0012
1.0406e-03,-0.08,inf,-0.006
1.0408e-03,-0.08,inf,-0.0036
1.0410e-03,-0.08,inf,-0.006
1.0412e-03,-0.08,inf,-0.002
1.0414e-03,-0.08,inf,-0.0052
1.0416e-03,-0.08,inf,-0.0028
1.0418e-03,-0.04,inf,-0.0044
1.0420e-03,-0.08,inf,0.002
1.0422e-03,-0.16,inf,-0.002
1.0424e-03,-0.12,inf,0.002
1.0426e-03,-0.08,inf,0.002
1.0428e-03,-0.08,inf,0.0036
1.0430e-03,-0.08,inf,0.0044
1.0432e-03,-0.08,inf,0.0036
1.0434e-03,-0.08,inf,0.0036
1.0436e-03,-0.04,inf,0.0012
1.0438e-03,-0.12,inf,0.0044
1.0440e-03,-0.04,inf,0.002
1.0442e-03,-0.12,inf,0.0028
1.0444e-03,-0.08,inf,0.002
1.0446e-03,-0.12,inf,0.0036
1.0448e-03,-0.08,inf,0.0036
1.0450e-03,-0.08,inf,0.002
1.0452e-03,-0.16,inf,0.0012
1.0454e-03,-0.08,inf,-0.0028
1.0456e-03,-0.12,inf,-0.0028
1.0458e-03,-0.08,inf,-0.0068
1.0460e-03,-0.08,inf,-0.0068
1.0462e-03,-0.12,inf,-0.0116
1.0464e-03,-0.12,inf,-0.006
1.0466e-03,-0.12,inf,-0.0068
1.0468e-03,-0.08,inf,-0.0044
1.0470e-03,-0.08,inf,-0.0092
1.0472e-03,-0.08,inf,-0.0084
1.0474e-03,-0.04,inf,-0.0116
1.0476e-03,-0.08,inf,-0.0092
1.0478e-03,-0.08,inf,-0.01
1.0480e-03,-0.08,inf,-0.006
1.0482e-03,-0.04,inf,-0.0036
1.0484e-03,-0.04,inf,-0.002
1.0486e-03,-0.08,inf,-0.0004
1.0488e-03,-0.08,inf,0.002
1.0490e-03,-0.08,inf,-0.0004
1.0492e-03,-0.12,inf,-0.0012
1.0494e-03,-0.04,inf,-0.0028
1.0496e-03,-0.04,inf,-0.002
1.0498e-03,-0.08,inf,-0.006
1.0500e-03,-0.12,inf,0.0004
1.0502e-03,-0.12,inf,0.0012
1.0504e-03,-0.08,inf,0.0028
1.0506e-03,-0.12,inf,0.0028
1.0508e-03,-0.08,inf,0.002
1.0510e-03,-0.12,inf,-0.0004
1.0512e-03,-0.04,inf,0.0036
1.0514e-03,-0.08,inf,0.0004
1.0516e-03,-0.16,inf,0.0028
1.0518e-03,-0.04,inf,0.0036
1.0520e-03,-0.12,inf,0.0028
1.0522e-03,-0.12,inf,0.0012
1.0524e-03,-0.08,inf,-0.006
1.0526e-03,-0.04,inf,-0.0028
1.0528e-03,-0.08,inf,-0.01
1.0530e-03,-0.08,inf,-0.01
1.0532e-03,-0.12,inf,-0.0188
1.0534e-03,-0.04,inf,-0.0116
1.0536e-03,-0.08,inf,-0.0156
1.0538e-03,-0.08,inf,-0.0108
1.0540e-03,-0.12,inf,-0.0156
1.0542e-03,-0.16,inf,-0.0108
1.0544e-03,-0.12,inf,-0.0132
1.0546e-03,-0.08,inf,-0.0068
1.0548e-03,-0.08,inf,-0.0132
1.0550e-03,-0.08,inf,-0.0076
1.0552e-03,-0.12,inf,-0.0076
1.0554e-03,-0.12,inf,-0.0044
1.0556e-03,-0.08,inf,-0.0052
1.0558e-03,-0.08,inf,-0.0028
1.0560e-03,-0.12,inf,-0.0012
1.0562e-03,-0.08,inf,0.0028
1.0564e-03,-0.12,inf,0.002
1.0566e-03,-0.16,inf,0.0044
1.0568e-03,-0.08,inf,0.0044
1.0570e-03,-0.08,inf,0.0084
1.0572e-03,-0.04,inf,0.0084
1.0574e-03,-0.08,inf,0.0108
1.0576e-03,-0.08,inf,0.0092
1.0578e-03,-0.08,inf,0.01
1.0580e-03,-0.08,inf,0.0076
1.0582e-03,-0.08,inf,0.0092
1.0584e-03,-0.08,inf,0.0044
1.0586e-03,-0.08,inf,0.0084
1.0588e-03,-0.08,inf,0.0052
1.0590e-03,-0.08,inf,0.0052
1.0592e-03,-0.08,inf,0.0012
1.0594e-03,-0.04,inf,0.0012
1.0596e-03,-0.12,inf,-0.0036
1.0598e-03,-0.12,inf,-0.0036
1.0600e-03,-0.12,inf,-0.0076
1.0602e-03,-0.04,inf,-0.0068
1.0604e-03,-0.08,inf,-0.0108
1.0606e-03,-0.12,inf,-0.0076
1.0608e-03,-0.16,inf,-0.0092
1.0610e-03,-0.12,inf,-0.006
1.0612e-03,-0.08,inf,-0.0124
1.0614e-03,-0.12,inf,-0.01
1.0616e-03,-0.12,inf,-0.0132
1.0618e-03,-0.08,inf,-0.0116
1.0620e-03,-0.12,inf,-0.0156
1.0622e-03,-0.08,inf,-0.0084
1.0624e-03,-0.16,inf,-0.0108
1.0626e-03,-0.04,inf,-0.0012
1.0628e-03,-0.12,inf,-0.01
1.0630e-03,-0.08,inf,0.002
1.0632e-03,-0.12,inf,-0.0044
1.0634e-03,-0.08,inf,0.0044
1.0636e-03,-0.08,inf,-0.0044
1.0638e-03,-0.16,inf,0.0084
1.0640e-03,-0.08,inf,0.0012
1.0642e-03,-0.12,inf,0.0124
1.0644e-03,-0.08,inf,0.0044
1.0646e-03,-0.12,inf,0.0108
1.0648e-03,-0.08,inf,0.0036
1.0650e-03,-0.04,inf,0.006
1.0652e-03,-0.08,inf,-0.0036
1.0654e-03,-0.12,inf,-0.0004
1.0656e-03,-0.04,inf,-0.0076
1.0658e-03,-0.12,inf,-0.002
1.0660e-03,-0.08,inf,-0.006
1.0662e-03,-0.12,inf,0.002
1.0664e-03,-0.08,inf,0.0004
1.0666e-03,-0.12,inf,0.002
1.0668e-03,-0.04,inf,0.002
1.0670e-03,-0.08,inf,0.002
1.0672e-03,-0.04,inf,-0.0004
1.0674e-03,-0.08,inf,0.0012
1.0676e-03,-0.08,inf,0.0004
1.0678e-03,-0.08,inf,0.002
1.0680e-03,-0.12,inf,-0.0004
1.0682e-03,-0.12,inf,0.0012
1.0684e-03,-0.12,inf,-0.0036
1.0686e-03,-0.12,inf,-0.0052
1.0688e-03,-0.04,inf,-0.0084
1.0690e-03,-0.16,inf,-0.0068
1.0692e-03,-0.08,inf,-0.0076
1.0694e-03,-0.12,inf,-0.0052
1.0696e-03,-0.12,inf,-0.0052
1.0698e-03,-0.04,inf,-0.002
1.0700e-03,-0.04,inf,-0.0044
1.0702e-03,-0.12,inf,0.0004
1.0704e-03,-0.04,inf,0.0004
1.0706e-03,-0.12,inf,0.0004
1.0708e-03,-0.12,inf,-0.0004
1.0710e-03,-0.04,inf,0.0036
1.0712e-03,-0.08,inf,0.0036
1.0714e-03,-0.04,inf,0.0044
1.0716e-03,-0.04,inf,0.0036
1.0718e-03,-0.08,inf,0.0068
1.0720e-03,-0.08,inf,0.0052
1.0722e-03,-0.08,inf,0.0092
1.0724e-03,-0.12,inf,0.0036
1.0726e-03,-0.12,inf,0.0116
1.0728e-03,-0.08,inf,0.006
1.0730e-03,-0.04,inf,0.0132
1.0732e-03,-0.08,inf,0.0084
1.0734e-03,-0.08,inf,0.018
1.0736e-03,-0.08,inf,0.0076
1.0738e-03,-0.08,inf,0.0124
1.0740e-03,-0.08,inf,0.0068
1.0742e-03,-0.08,inf,0.0076
1.0744e-03,-0.04,inf,-0.0004
1.0746e-03,-0.08,inf,0.002
1.0748e-03,-0.08,inf,-0.0052
1.0750e-03,-0.08,inf,-0.002
1.0752e-03,-0.12,inf,-0.0084
1.0754e-03,-0.12,inf,-0.0068
1.0756e-03,-0.04,inf,-0.0108
1.0758e-03,-0.08,inf,-0.0108
1.0760e-03,-0.04,inf,-0.0116
1.0762e-03,-0.08,inf,-0.0124
1.0764e-03,-0.12,inf,-0.0092
1.0766e-03,-0.12,inf,-0.0068
1.0768e-03,-0.04,inf,-0.0052
1.0770e-03,-0.08,inf,-0.0028
1.0772e-03,-0.08,inf,-0.0028
1.0774e-03,-0.08,inf,0.0004
1.0776e-03,-0.08,inf,-0.0004
1.0778e-03,-0.12,inf,-0.002
1.0780e-03,-0.08,inf,-0.0012
1.0782e-03,-0.08,inf,0.002
1.0784e-03,-0.08,inf,0.0028
1.0786e-03,-0.08,inf,0.0052
1.0788e-03,-0.04,inf,0.01
1.0790e-03,-0.12,inf,0.01
1.0792e-03,0,inf,0.0076
1.0794e-03,-0.08,inf,0.0092
1.0796e-03,-0.08,inf,0.0068
1.0798e-03,-0.12,inf,0.006
1.0800e-03,-0.12,inf,0.0044
1.0802e-03,-0.04,inf,0.0052
1.0804e-03,-0.08,inf,0.0044
1.0806e-03,-0.12,inf,0.0044
1.0808e-03,-0.12,inf,0.0044
1.0810e-03,-0.08,inf,-0.0012
1.0812e-03,-0.08,inf,-0.0036
1.0814e-03,-0.04,inf,-0.0052
1.0816e-03,-0.12,inf,-0.0092
1.0818e-03,-0.08,inf,-0.006
1.0820e-03,-0.12,inf,-0.0108
1.0822e-03,-0.08,inf,-0.0052
1.0824e-03,-0.08,inf,-0.0068
1.0826e-03,-0.08,inf,-0.002
1.0828e-03,-0.04,inf,-0.0068
1.0830e-03,-0.08,inf,-0.002
1.0832e-03,-0.04,inf,-0.0036
1.0834e-03,-0.08,inf,-0.0004
1.0836e-03,-0.16,inf,0.0004
1.0838e-03,-0.04,inf,0.002
1.0840e-03,-0.12,inf,0.002
1.0842e-03,-0.12,inf,0.0036
1.0844e-03,-0.08,inf,0.0052
1.0846e-03,-0.08,inf,-0.0004
1.0848e-03,-0.04,inf,0.0028
1.0850e-03,-0.12,inf,0.0028
1.0852e-03,-0.04,inf,0.0028
1.0854e-03,-0.12,inf,-0.0012
1.0856e-03,-0.04,inf,0.006
1.0858e-03,-0.12,inf,0.0004
1.0860e-03,-0.12,inf,0.0044
1.0862e-03,-0.12,inf,0.0004
1.0864e-03,-0.04,inf,0.0028
1.0866e-03,-0.08,inf,-0.0044
1.0868e-03,-0.08,inf,0.0012
1.0870e-03,-0.04,inf,-0.0036
1.0872e-03,-0.04,inf,-0.0012
1.0874e-03,-0.04,inf,-0.006
1.0876e-03,-0.08,inf,-0.002
1.0878e-03,-0.08,inf,-0.0068
1.0880e-03,-0.12,inf,-0.0068
1.0882e-03,-0.08,inf,-0.0124
1.0884e-03,-0.08,inf,-0.0084
1.0886e-03,-0.08,inf,-0.0116
1.0888e-03,-0.04,inf,-0.0076
1.0890e-03,-0.12,inf,-0.0068
1.0892e-03,-0.08,inf,-0.0036
1.0894e-03,-0.12,inf,-0.0028
1.0896e-03,-0.04,inf,-0.0012
1.0898e-03,-0.08,inf,-0.0044
1.0900e-03,-0.12,inf,-0.0068
1.0902e-03,-0.08,inf,-0.006
1.0904e-03,-0.12,inf,-0.0052
1.0906e-03,-0.12,inf,-0.0068
1.0908e-03,-0.12,inf,-0.0036
1.0910e-03,-0.16,inf,-0.0044
1.0912e-03,-0.04,inf,-0.0004
1.0914e-03,-0.08,inf,-0.0036
1.0916e-03,-0.12,inf,-0.0028
1.0918e-03,-0.12,inf,-0.0068
1.0920e-03,-0.08,inf,-0.0028
1.0922e-03,-0.08,inf,-0.0068
1.0924e-03,-0.12,inf,-0.0044
1.0926e-03,-0.12,inf,-0.0092
1.0928e-03,-0.04,inf,-0.002
1.0930e-03,-0.08,inf,-0.002
1.0932e-03,-0.08,inf,-0.002
1.0934e-03,-0.08,inf,-0.0036
1.0936e-03,-0.08,inf,-0.002
1.0938e-03,-0.08,inf,-0.0052
1.0940e-03,-0.12,inf,-0.0052
1.0942e-03,-0.08,inf,-0.0084
1.0944e-03,-0.12,inf,-0.0036
1.0946e-03,-0.16,inf,-0.0068
1.0948e-03,-0.08,inf,-0.0052
1.0950e-03,-0.08,inf,-0.0108
1.0952e-03,-0.12,inf,-0.006
1.0954e-03,-0.04,inf,-0.014
1.0956e-03,-0.08,inf,-0.0076
1.0958e-03,-0.08,inf,-0.0164
1.0960e-03,-0.04,inf,-0.0052
1.0962e-03,-0.08,inf,-0.0124
1.0964e-03,-0.04,inf,-0.0028
1.0966e-03,-0.08,inf,-0.0084
1.0968e-03,-0.08,inf,0.0012
1.0970e-03,0,inf,-0.0068
1.0972e-03,-0.12,inf,0.0036
1.0974e-03,-0.08,inf,-0.002
1.0976e-03,-0.16,inf,0.0052
1.0978e-03,-0.12,inf,-0.0004
1.0980e-03,-0.08,inf,0.0052
1.0982e-03,-0.08,inf,0.002
1.0984e-03,-0.04,inf,0.0052
1.0986e-03,-0.08,inf,0.0028
1.0988e-03,-0.08,inf,0.006
1.0990e-03,-0.08,inf,0.0028
1.0992e-03,-0.12,inf,0.0036
1.0994e-03,-0.12,inf,-0.0004
1.0996e-03,-0.08,inf,0.0052
1.0998e-03,-0.04,inf,0.0036
1.1000e-03,-0.12,inf,0.0052
1.1002e-03,-0.04,inf,0.0004
1.1004e-03,-0.12,inf,0.0012
1.1006e-03,-0.08,inf,-0.0036
1.1008e-03,-0.12,inf,-0.0012
1.1010e-03,-0.08,inf,-0.0068
1.1012e-03,-0.08,inf,-0.0012
1.1014e-03,-0.16,inf,-0.0028
1.1016e-03,-0.12,inf,0.002
1.1018e-03,-0.04,inf,-0.0012
1.1020e-03,-0.12,inf,-0.0012
1.1022e-03,-0.08,inf,-0.006
1.1024e-03,-0.08,inf,-0.002
1.1026e-03,-0.12,inf,-0.006
1.1028e-03,-0.08,inf,-0.0012
1.1030e-03,-0.08,inf,-0.0012
1.1032e-03,-0.12,inf,0.0044
1.1034e-03,-0.12,inf,0.0036
1.1036e-03,-0.08,inf,0.0076
1.1038e-03,-0.04,inf,0.0044
1.1040e-03,-0.08,inf,0.0084
1.1042e-03,-0.12,inf,0.0076
1.1044e-03,-0.12,inf,0.0092
1.1046e-03,-0.12,inf,0.006
1.1048e-03,-0.04,inf,0.0124
1.1050e-03,-0.08,inf,0.01
1.1052e-03,-0.12,inf,0.0148
1.1054e-03,-0.04,inf,0.0092
1.1056e-03,-0.08,inf,0.0084
1.1058e-03,-0.08,inf,0.0036
1.1060e-03,-0.08,inf,0.0052
1.1062e-03,-0.08,inf,-0.0012
1.1064e-03,-0.16,inf,0.0036
1.1066e-03,-0.12,inf,-0.0004
1.1068e-03,-0.04,inf,0.006
1.1070e-03,-0.08,inf,-0.0012
1.1072e-03,-0.04,inf,0.0044
1.1074e-03,-0.08,inf,-0.0012
1.1076e-03,-0.12,inf,0.0036
1.1078e-03,-0.08,inf,-0.002
1.1080e-03,-0.12,inf,0.0052
1.1082e-03,-0.08,inf,0.0004
1.1084e-03,-0.04,inf,0.006
1.1086e-03,-0.08,inf,0.0044
1.1088e-03,-0.08,inf,0.01
1.1090e-03,-0.04,inf,0.0044
1.1092e-03,-0.12,inf,0.0068
1.1094e-03,-0.08,inf,0.0044
1.1096e-03,-0.08,inf,0.006
1.1098e-03,-0.04,inf,0.0084
1.1100e-03,-0.12,inf,0.0068
1.1102e-03,-0.08,inf,0.01
1.1104e-03,-0.12,inf,0.006
1.1106e-03,-0.08,inf,0.0068
1.1108e-03,-0.08,inf,0.0036
1.1110e-03,-0.08,inf,0.0052
1.1112e-03,-0.12,inf,-0.0004
1.1114e-03,-0.08,inf,0.0012
1.1116e-03,-0.12,inf,0.002
1.1118e-03,-0.08,inf,0.0036
1.1120e-03,-0.04,inf,0.0012
1.1122e-03,-0.08,inf,-0.0004
1.1124e-03,-0.04,inf,-0.0036
1.1126e-03,-0.08,inf,-0.006
1.1128e-03,-0.04,inf,-0.0036
1.1130e-03,-0.12,inf,-0.0044
1.1132e-03,-0.16,inf,-0.0028
1.1134e-03,-0.08,inf,-0.0028
1.1136e-03,-0.04,inf,0.0012
1.1138e-03,-0.04,inf,0.0036
1.1140e-03,-0.12,inf,0.0044
1.1142e-03,-0.08,inf,0.0044
1.1144e-03,-0.04,inf,0.006
1.1146e-03,0,inf,0.0052
1.1148e-03,-0.04,inf,0.0076
1.1150e-03,-0.08,inf,0.0084
1.1152e-03,-0.04,inf,0.0092
1.1154e-03,-0.12,inf,0.0108
1.1156e-03,-0.08,inf,0.0092
1.1158e-03,-0.12,inf,0.0044
1.1160e-03,-0.08,inf,0.0036
1.1162e-03,-0.08,inf,0.0004
1.1164e-03,-0.12,inf,-0.0028
1.1166e-03,-0.08,inf,-0.0036
1.1168e-03,-0.16,inf,-0.0036
1.1170e-03,-0.12,inf,-0.0044
1.1172e-03,-0.08,inf,-0.0036
1.1174e-03,-0.12,inf,-0.0044
1.1176e-03,-0.08,inf,-0.0044
1.1178e-03,-0.12,inf,-0.0076
1.1180e-03,-0.12,inf,-0.0092
1.1182e-03,-0.08,inf,-0.01
1.1184e-03,-0.04,inf,-0.0068
1.1186e-03,-0.08,inf,-0.006
1.1188e-03,-0.12,inf,-0.0052
1.1190e-03,-0.08,inf,-0.0028
1.1192e-03,-0.08,inf,-0.0044
1.1194e-03,-0.08,inf,-0.006
1.1196e-03,-0.04,inf,-0.0084
1.1198e-03,-0.08,inf,-0.0036
1.1200e-03,-0.08,inf,-0.0052
1.1202e-03,-0.12,inf,-0.0012
1.1204e-03,-0.04,inf,-0.0052
1.1206e-03,-0.08,inf,0.0012
1.1208e-03,-0.12,inf,-0.0036
1.1210e-03,-0.12,inf,0.002
1.1212e-03,-0.08,inf,-0.0068
1.1214e-03,-0.08,inf,0.0004
1.1216e-03,-0.12,inf,-0.0052
1.1218e-03,-0.12,inf,0.0012
1.1220e-03,-0.08,inf,-0.0068
1.1222e-03,-0.04,inf,-0.0012
1.1224e-03,-0.12,inf,-0.0092
1.1226e-03,-0.08,inf,-0.006
1.1228e-03,-0.08,inf,-0.014
1.1230e-03,-0.12,inf,-0.01
1.1232e-03,-0.08,inf,-0.0164
1.1234e-03,-0.04,inf,-0.01
1.1236e-03,-0.08,inf,-0.0084
1.1238e-03,-0.08,inf,-0.006
1.1240e-03,-0.08,inf,-0.0084
1.1242e-03,-0.12,inf,-0.0068
1.1244e-03,-0.08,inf,-0.01
1.1246e-03,-0.12,inf,-0.01
1.1248e-03,-0.12,inf,-0.0116
1.1250e-03,-0.04,inf,-0.0108
1.1252e-03,-0.08,inf,-0.0068
